,ID,Review URL,Text,Star,Thumbs Up,User Name,Review Date,App ID,predicted
5798,476403,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGZqSdj1mGguJFjwR2iBn-m6WvAMyB0kFZB4durZDF-lOHHNzWJClVCKcONTnnmvDFU-06CmSKeKmedQYE,The new update is really terrible. Why would you do that? Chrome was so convenient before and now I don't even understand what's going on. The layout is just so unnecessarily complicated.,1,0,Angith,2021-02-19,com.android.chrome,1
5799,476404,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHrWUREBWLLciszfCGzhXHoYBqqatABk3XC-sR7s8JXnbvHTWtLXlPIsciNWBoEr_YgX1Y0Exn2AR6adew,"When playing games 3hours my phone not get heated but using Chrome for using 30minutes its heat up my phone fastly, drain battery fastly",1,0,Prasanth popnz,2021-02-19,com.android.chrome,1
5802,476407,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEUHNbOP1bTP1JvJObR0FhbK_u0Ac5Kx3VYyyeKT2hgFZKFgldnIsh8krHCf7D9-zV0IM12md6nXssUd94,"Terrible update. I don't care that tabs are similar and the bar at the bottom is nuance and not helpful in the slightest. I prefer going to the top to select the tabs needed. Also, closing said tabs now no longer closes the app. I wish I could revert back, not pleased.",1,0,Danielle C,2021-02-19,com.android.chrome,1
5805,476410,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHcMcokL9Kr_SNureieOWqKLNySiOfl1Cu4pUa2agnKeabr4t34aB1SZS-qlIvUQiWPVsRh0pMsWqsvPqU,Not updated,1,0,Hoss power,2021-02-19,com.android.chrome,1
5806,476411,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGuYnP-rWIOn6hHnTYmjkkjppHhMhnj4bleW7iYNNOAoDYnJWXv1v3lj71v6a5tlk88NK_HhYGiDWAgVfU,When i try to update it shows pending then aromaticly cancelled what happens,1,0,Adil Mir,2021-02-19,com.android.chrome,1
5807,476412,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGbIAi8210_UvTa-wFOgyV6iccx-BamneHvxar_K8e8s3bW2Um_Dyay8c_6u39XPOiYKve4IShsT9s4jog,Card view was much better! I definitely need it to be returned,1,0,Victoria M,2021-02-19,com.android.chrome,1
5812,482304,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEh6KD4DoOq_g2NdcNwvtoxLdhaLBF2FJf1vI3QE2nCyyXDIZwgZqsxy6N36QdKXn3lSjWXXzNl9kNWShE,When touch search bar app automatically switch off,1,0,Jkjk Jk,2021-02-20,com.android.chrome,1
5814,482306,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFzU1SVsCvgIF29v3zjaFaKgnBNYAYzh3Th74JmSgjjjBXFAO0zXRc0Kv30dROtqQlc0pxXDKb5i5Y817o,The old version was so much better. The new update makes everything so complicated ugh. The group tabs option is especially irritating.,1,0,Double X,2021-02-20,com.android.chrome,1
5817,482309,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHXdhkd91-WSkM3VnC3C43vQJ0iPSzgX2P8pMBitTFQRhuQIW-OUPd3uDQmOX_2oPKCDUXDLVfsy_X2T94,So poor work it,1,0,raksha bakoriya,2021-02-20,com.android.chrome,1
5820,482312,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOH-4dKjF-lD9Ac3z_gsGipE6mBYleSUNj6tWg36xyH83A5mrq73QGAdO7ifLsWxiQN87LhE_qkKvoDEuh0,Not able to update... But it shows update browser...,1,0,Raghu Diggi,2021-02-20,com.android.chrome,1
5825,482317,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGjqd5g42vZdniqtkhLwp9Hcxb-OMnVqFCIOcoLkghM9kXD2p9oU5GX9ll7N8qQYxfkUJau8ww5zlAxElg,"Suddenly get blank pages when search. Useless now, since feb 17 update. I have samsung galaxy s9.",1,0,Ronald Lee,2021-02-20,com.android.chrome,1
5829,482322,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOH7ma08MnnPn7dwwsTemFDdIb_D0dl6X-8RwDTaFdL5TDRUtaUyBGQPQDZRXABncloUCiLSEKhrVLYb5N8,Download beta version of google chrome it should update automatically,1,0,Charles Rivers,2021-02-20,com.android.chrome,1
5834,482327,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOESpb2WYeZZTGwtZLtIARtD814Y6u2qVS7syx98H8VBXhFCgnhjkWj2iq5SRkyejg_eF9CBFEAeAMAnYRw,Bad pic send . children's are showing,1,0,Farzana Perween,2021-02-20,com.android.chrome,1
5840,482333,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHU_4f3ZStdWRpYdLTK2E5TlT_tDP-jYhr8D-2xOVGIDDZL62UTEDYY2jSJFZSOj3F7Aua-nTKTmZgvJms,I am unable to update this app and due to this old version some sites are not accessing....please give update to redmi note 7s,1,0,sreekanth gattigorla,2021-02-20,com.android.chrome,1
5841,482334,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHFcn-TMxDuAcDGXetEii6xy-glYrdx71I5WHNDAEroRe6tq90lUiOaWz5t6poYmNTPQdgrGrIHhq11Mu8,Updated nhi ho rha he,1,0,sohil rangrej,2021-02-20,com.android.chrome,1
5842,482335,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHHlASriDCZE4EMaK-zHBjSBMtHbHVsd9cPsAP7Me-mQ6AEEePsKPS32AceRgkRZDBjhCgCBgtApzciNbk,Not able to update the app!,1,0,sonu agarwal,2021-02-20,com.android.chrome,1
5848,482341,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHM-Hxl7RoeX57pp-YNWx7J8bY_CsYKrqWWgSnTp0kVWRMHnb71ArbCDUiMx4hbbAEI3208RhcrbMasmq4,Why Am I failing to update?,1,0,Md.Mahamudul Amin,2021-02-20,com.android.chrome,1
5850,482343,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGekYnEZ4bl_PNd0qSWBLP8kN6QRaLRnjeRD-gSJ3D1W5q3U9hk4XUIu_mR7QgJ2Y9YB7-Uj673r69KCeY,I can't update it plz help me out,1,0,Swapnendu Kumar,2021-02-20,com.android.chrome,1
5853,482346,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFcJe4VUt_3W2vLPzGY6s2yCGu82U_24Rci2DQhcHB_6k9u3EJa4qc2OsCVfPtMKwPZHPBWiqEUoOuvAtY,New tab system is not good.,1,0,Internet User,2021-02-20,com.android.chrome,1
5859,482352,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHpIEkmRP-6E0pEj0bmMytnWHJzt3Fm3DJ0Utc17k6_u0H7trkjdInIRGuaoI6xc5qhzwIP-wfQUt9tf74,"Refused to update, had to reinstall",1,1,Brian Fnord,2021-02-20,com.android.chrome,1
5860,482353,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGgH33y-vomcvjQL4BjiJQy669uBj_kB8zOTvmIBO4KSodzLa6Fvy7fZnweNOlHOaYFEjGi1nuq1Zq9Mtk,cannot update new version,1,1,ankit kumar,2021-02-20,com.android.chrome,1
5865,482358,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOH7YYlgmwQDX1VgKEihoCFodXU9YJrQEK4ytR95RpaOqXWd8WcIVgN587XOW7TBkliTm6VLW4uiiAnPvEU,Will not update,1,0,Arthur Bouknight,2021-02-20,com.android.chrome,1
5867,482360,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHkdSC-JVfPwC8fpsAgjBuiYmEdsk6iWlPL9wLuY3Y4sdRi8I93CDOPXpywKvoQyRBgwqxMgsgwUp8Igdc,update is too late,1,0,Manoj Reddy,2021-02-20,com.android.chrome,1
5870,482363,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHn6IGFo46KMrvmoBX_wG2jLBfPrp03kAbll8JlDnBSRJZxKqrkgRaBXSvTjybsA82-bQhhLSOtbfUqr1g,I can't able to update my Google chrome please I need help asap,1,0,DJ krish,2021-02-20,com.android.chrome,1
5871,482364,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGqyCgqz5CZSgy9kx5FEmozdSeXB6cqXq_V0c5OrASYgjREbUtcZVPwJ5j9RMVsoQGuWVegiAfm3ag8src,Very good,1,0,Naseemah Petersen,2021-02-20,com.android.chrome,5
5873,482366,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFUi472YYeN0S7AKFe-t1DMB0SFHieA42cPr-dIiUypiDwNX9p85SS1zNXvST0Z4x0MJ-u3fV2h5A_oTw4,Not updating.,1,0,Aditya Yadav,2021-02-20,com.android.chrome,1
5875,482368,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFg0fHLSPwLDU0bsI3ShRkoEM4UOpN5Vf3hnvpCkVFTEq2KQoLomxB1UiNyYZls06x7EHtlHoa-moR1lqs,Update problem.I stopped using chrome,1,0,Vishal Raj,2021-02-20,com.android.chrome,1
5878,482371,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGCTKFzZj3UCDB1hBTrOL_xpAhTjv2-lm8h3CgfO_lfprWXXvFMlx0g8xzp9L5TcpF0jzZSwIWutsL-TeE,Worst!,1,0,so pu,2021-02-20,com.android.chrome,1
5881,482374,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOElvy0ZsuiJtJvJRMrCFAxvfoy7FRGikgxSwmpXmO18n5VhgObGHapzqkOQxTf_jQZ4R0aN_QaZXbzATmc,You sent me a corrupt email by linking it to my new third phone and I lost my internet. Can't make calls. It's dropping calls more now so I know I am about to loss another phone. I have repeatedly asked you for help. Erasing my email won't fix it either. Because I have tried. I have bought three phones only to have you send me link to to a hacker. Plus they got into my bank. Thanks.,1,0,Holly Stuart,2021-02-20,com.android.chrome,1
5882,482375,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOE-NQVG0cZsHHAThOhlAo4l3Pb6XD-_M5jVAeaPiou1kRuoCjAcWnItqeN8L7W36NhZaM4GFWBveLeVlGs,My google chrome was not working,1,0,Marina Laiq,2021-02-20,com.android.chrome,1
5884,482377,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEGWuo4Gwku5poWKj38L1nDkesGN3-8oZmrmEefXEi-Erg0BMi8WHAz8_LmMFHxbfRjp4PgV4VmiXl2VxI,Terrible update. New style tabs are awful. Been using chrome for as long as I can remember and I'm about to switch,1,0,Caleb Irwin,2021-02-20,com.android.chrome,1
5885,482379,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOE4eYiFVNvlWCDwzNWWknaKj782r76polE9LA1f8KcZ1wz1z3MxFOKz6aW8NDtcGmlADF6iq8r1ZQuihAs,I'm using pixel 3 and cant update. I dont know why this is the only app that it's not possible.,1,0,Do Minh Tuan,2021-02-20,com.android.chrome,1
5886,482380,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOF-6xsMtRvWc04fJARmdRJIX7utK6gHJA0p8Bz6zdpL9qEz7CYDPTLK8diqpxNFGf1hvgqqmGJFvT-7e3Q,I can't update my chrome,1,0,KALU Singh,2021-02-20,com.android.chrome,1
5890,482384,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOE8q3Ucvg7YofLPtUfJ6JWbkxZEa5SorjBIjX7AEwkobXwusL5p4m5LGvkaCniKya0VjQeuD_Rz7GN08Ls,App will not update. Terrible interface. Honestly one of the worst browsers in existence.,1,0,Austin Green,2021-02-20,com.android.chrome,1
5891,482385,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFxefOa9Z1gWSUxf9r95BpYqZwwU8q5zEYsRCdJRmxCPgg2Dq9TeCfeoAamihXcOy7BJfUJVdvJi_sUIB8,XXXXXXXO,1,0,Sassan Shahidi,2021-02-20,com.android.chrome,5
5892,482386,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOG3HzOtd3p_uOcii8E7DzrPK6DzLqQGgi0yYTmTSTy6rRKlMSzch4dVnnNNfj6iXIuO0a0cDhaCQcdJYws,"How do I disable the group tabs functionality? It's awful to use it. Please, when long clicking in a link, add an option to ""Open New Tab in a New Group"". I hate that I have to open a new tab in the group, which takes 10% of the screen, because it shows a stupid tab selector in the bottom of the screen. Then I need to separate the tabs in new groups, and when I come back the stupid tab selector is still there with only one tab. Who thought this was a good idea?",1,0,Rafael Wolf de Goes,2021-02-20,com.android.chrome,1
5896,482390,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHx7a-hR9Aidr6SopCNuseFUyrSUgNcc591IvbO1RmB_wTPoa1rNhk3VIqvo1wvoRYgeULRTJLccZVG3lg,Chrome is not updating in my note 7 Pro pls repair the issue,1,0,sreekanth reddy,2021-02-20,com.android.chrome,1
5901,482395,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEkmbbCkNz4gEsfyhAdOXnlt193IRZoDVRu6nsoDhJj8rjDneZU7G7RKwfcXfCX7EDBDQk_PYTFTzhOtYk,I cant see my downloads when i open my storage .I need to know WHY!!.ITS SO FRUSTRATING,1,0,Genesis Wyenom,2021-02-20,com.android.chrome,1
5912,504385,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOG6w8vvBIzj6e0-k4kLjNIIfUvJyDiDxN5nvUmt4F7XaiH2Vw12QTINib70HsXvvjNa33VroBjncgmFZ3k,"I am having problems with the app not loading website and I am getting messages that, Chrome has crashed. I have never had a problem with Chrome before. I will change the star reviews onelce the problem gets fixed",1,0,Surfer,2021-02-21,com.android.chrome,1
5913,504386,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEZakwPBYBS0knuUb_pkTM8AAh8AKdhwYHnFGGERui9PQngdyR7jGC5x4pEWtW9JcjhEHlftPThKIRjZ8Q,Dont like javing to loge into chrome to get reded of forced updat chages to how ot functions spisficly the don not like the tile tabes so ill remove crome and never use it agen,1,0,Fox Zook,2021-02-21,com.android.chrome,1
5915,504388,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOH36rQ-FRhNCEGrBdQ3GBMZ_jNn5Ex7CMBZG_XSEEWJJJ0czj5sKUpJMkerzrVsA0lNuOy-IwxXw4hX-5U,New grid tab display is garbage on a phone. The print size is too small for old people and it is not changeable in the settings. You want to frustrate seniors. Maybe I should use Samsung's native browser that came with my phone as my default. It's better on my battery life too. These sorts of stupid changes are why people don't update apps.,1,0,Nancy Milawski,2021-02-21,com.android.chrome,1
5918,504391,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEfx-N0UrV3tLT9Tfl8yqreSpKjCo_c9fm7Zd3uWKfkGcQEX-Ve1qCWWJNEbd1BdZiSCfLdtJ2_eZUv5_I,Because of new update,1,0,Mayank Sabharwal,2021-02-21,com.android.chrome,1
5928,504401,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHWgxj-c08WNPXUfbGZuuftCdHK7p5DyFoGmSCzpOMK8kGdnu_F3vRvHdmt0Sxjn6D5ARDVR-_6CdzxtOs,Will not update,1,0,Linda Wilkison,2021-02-21,com.android.chrome,1
5936,504409,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHek3hqipD065Tm6VngHwXaBPieCFa_tGcM9lY8TX_CZNmribrG5ouRPhb9pWsLW6qWZCxiyg1P_dvyTBY,Gif Previews while at google image search is broken.,1,0,mybrotherisnotapig,2021-02-21,com.android.chrome,1
5937,504410,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOE7dTFsvpaRFDVWAbtdRAMSnuSEbbKL6V_t3O0nu_Xj_5jq5EEdWdSRWo_WA_P0_BWpBQIO8w_hoCp92Q4,Bad,1,0,manika manjari acharya,2021-02-21,com.android.chrome,1
5942,504415,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOG185ujq8ckPneFCSuT3jV17MzWjEhXSURchugx3CMOExbtD1yNkjl8sy5Wzp40Vqkl0Wb1DrRWmUNLEa0,❤😙,1,0,Sharon Ihotu ochekwu,2021-02-21,com.android.chrome,5
5943,504416,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEMA1rAyz1IueIPBrgVrxGVx1ftOrU9nbXMnAUAZem0B8tGBS2t8gOlYV_QXwbMfABKoTelC636lsAVenA,New tabs update sucks,1,0,Jessica Leung,2021-02-21,com.android.chrome,1
5944,504417,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOF10vVWIn3K4gLLS8SXiYNsDmyMn0HoYOgGLPCmyMQY-GlW-7d-bsbgbG4scyZ5NWNyP_w33ZoDtIWdio8,Good,1,0,Toxickozi,2021-02-21,com.android.chrome,5
5951,504424,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEByzgGlquWFa2k6eZFmBhn-u9rkIC_PHvo0XNxXwQQVqEHhVUnacEcAS9utaqFgJXAHnTYvGZ47V9e_Hk,Not gonna update this...it make worst after that it keep show the ads.,1,0,Peter Ah Tee,2021-02-21,com.android.chrome,1
5954,504427,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEYr5ogjRCyDgWI_Y2gaKqZDtW-qzdYL-Xx4QQOGw3VsadTXkX0MO5ezEDcuyyKh02IzZE5cFECfES45LQ,please fix the tabs. I hate the new tabs. Better give back the old tabs:),1,0,carorbs.t pow,2021-02-21,com.android.chrome,1
5959,504432,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGYzqQvsy522GMTtWyGthqIceAbG-fojoAaOOM59-Yc6wYEpznw4lplS4JqPf4OP2bNanWx23ak3J8y9fY,ज्ञानेन्द्र,1,0,Gyanendra Kumar,2021-02-21,com.android.chrome,5
5961,504434,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGh0434jvafkmVhmQoNdAqjdiCWsE0mxDBj4QNIfCquYGjFDvq58AcV1ee9ro41OOJBBLqunXu0qUpVOpw,What is the problem with my phone and data going so slow a . ..bout my adult video not children,1,0,Darryl Colvin,2021-02-21,com.android.chrome,1
5965,504438,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHKBkITA8JRAyujMATB8shjaT59G0kfHLbCDK_SO3K7f2Q45EhyO9TLplXl_K4GEF071u3iu5wNmB5-gBg,Desagradable,1,0,Indigo beautifull,2021-02-21,com.android.chrome,5
5969,504442,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOF5dNTcYIpCyBHVLbkDY6u00rGtnMaaf2EX1R64_IT1wehNRC7LxSjLInTxvp6g_0tA0AjY-IwI1V8HjiI,Can even update this app if u hit update it doesnt update why have an app you cant updatw,1,0,None of your Business,2021-02-21,com.android.chrome,1
5970,504443,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEnRGo8YJ-xqFojEghcROtsmG8CVQWQWGXIZbzT6OW_pShUm2cSgMwg1hohr7nl4KnVw7tgaL8FjLpLs2g,Won't update,1,0,Albert Walters III,2021-02-21,com.android.chrome,1
5971,504444,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOE8QtVe2GBB-bgBqQCxefCXP2cSNdwDixrwZa25WGyzEH9kxzVFQhWK1vivdfdhBl1d3e5YBfFk-DbMpvA,Not able to update,1,0,arif zaidi,2021-02-21,com.android.chrome,1
5973,504446,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFDVmgI4O4NvqgtqpySI08Vn89w8pd2kY_MuAlZAhCTHsa0RuCSUeETm3VzFvlJpHDmU0BI6mHdoixk_Gk,Won't updating why?,1,0,Shivaji Reddy,2021-02-21,com.android.chrome,1
5974,504447,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFwbJOnvFD8geGvAv2J_U30sVhX2xHedpVEjJgbkoCDmLYOfAj4OU5H3cbpmLFMN9oBMnMDrICxfMOlgjQ,"tab update is abysmal. I have finally reached the point where I'm done. going to go find an older apk from some guy so I never have to be auto-updated to worse versions of Chrome again. they took a simple, organized system and make it visually unparseable. removed toggle button at top-right in tabs view, can't tell what each tab is at a glance anymore, can't change whether the columns are left- or right-dominant, can't even name the groups! awful bs. kick your shareholders out already",1,0,Nell Rose,2021-02-21,com.android.chrome,1
5976,504449,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEVaqHxR9CMSEd3JdoHbi1r1m3G6U1x22wcFJWiH6SgGk-kgUjGnUeCPX2A1P-tCY7GNe6CzbVCYe7zcIU,I am not able to update chrome When I give update it's just ideal Worst update,1,0,Abilash S,2021-02-21,com.android.chrome,1
5977,504450,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGSCct-W0EChB4PJxOn2vLCJZWLtKy46WAPfwOz1vDVxBoIhtRvltxcycAQ2yOcFVDHB1fj0m6AiM_fLeM,Doesn't open. Can't update it to fix it. It's gone.,1,0,Kevin Navadar,2021-02-21,com.android.chrome,1
5981,504454,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFnv2JOBhelAh3mTqaIF_u6QGj_InWhwrpbgGtzQgYcQKFUQfrSGbB50IWj5IBPg5bI8eo9XZZpVCAlPuU,KAKA SINGH. . .,1,0,Kaka singh KAKA SINGH,2021-02-21,com.android.chrome,1
5987,504460,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEkP2PxoehlJ33TCZQbv_FJi0kcYfVn-jbMStK2yQ5I3gW7PB-nhhSuY3ujYKtL2YT4xJnW_XdxGtn-k-I,Previous version was much better,1,0,Thakurdas Karmakar,2021-02-21,com.android.chrome,1
5991,504464,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOE9-GUZciq3QCmWYs8unlHUxjmFMZr_m-lAHTl4nzAgkkpu5swiPVcB_OVeJ4M7y-YLxL3DREQvnM2--p4,worst update,1,0,Aarish Rizvi,2021-02-21,com.android.chrome,1
5993,504466,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFugcBsFQPJj6pxfKBtYHEIFTtYI-OzTPdhCE71owl4JkvNYYyG8xvGxFkcZyZ5-0I-ntLdhki1LNzZI74,"it's not updating, fix the issue, when I have going to start a new tab it has automatically closed",1,0,Tanmay Dutta,2021-02-21,com.android.chrome,1
5994,504467,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOERAa_oST-THRpvHCNxiEo9MGnbycKuMS69XvrWVNe1TUXAX2lKqsIxiros5xbC19eFQO6VfkqsYYEPiFI,Will not update,1,0,Eric Hilman,2021-02-21,com.android.chrome,1
5996,504469,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOH_3l3NXjoAbSJDZ6drYRx_1g4WduAQW23eBb2f5CMfr4tKiWIpRiyYuIcqc2hYpeSws50vk6TSqh0ywms,"First time ever I have to change the browser from the Chrome on mobile device. The tabs, suggestions.... did this even went through quality control?",1,0,David Duricky,2021-02-21,com.android.chrome,1
5998,504471,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEwypqUkmkz2A81T7G8ywMbvswakzhWpBwHxYwBsAk6FuMMBHYVdzqFducawpAQE1XCymxCdtFoRPzMvIY,App won't update,1,0,Vicki Hargreave,2021-02-21,com.android.chrome,1
6000,504473,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOE6cdqW1qfIz5nZe9GB6ai8JUn8_QDF3mzTWtine-8EtU0ZWCWrj-L8EmHfUS-lNfF5pE1dDMLeMak1RSA,It doesn't update.. Worst experience...,1,0,Rahul Sharma,2021-02-21,com.android.chrome,1
6001,504474,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFemCGGfZes_rWlYjDLJDIbrkqHR8FBi4xIcpWXPxNttM1b1lxazwyAOnGfeS_FXzAY1rTJv19jHBpkaI8,"Google, stop making useless changes! The tab page has been significantly downgraded and is no longer friendly to use",1,0,Aaron Alavi,2021-02-21,com.android.chrome,1
6003,504476,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOE9oEDj4hnEhC2Euxe-tSnPnQ77OZ1s18ZemkpbntZVZ7OH6xXskbK77sb0TfZegmZvnYSJIeukMeV2zak,Very bed,1,0,Ankush Sakesh,2021-02-21,com.android.chrome,5
6015,510962,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEulU7o2-sNjYFeewK0VNYsuqSrAu6QdDQOxJLOeIcPUa1E8lNNjB3AE2cM_H-CjuONXWVUCrpgesvr5uU,Isnt updated,1,0,Nisaar Ajmera,2021-02-22,com.android.chrome,1
6017,510964,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHyZ51l4qH9kSGYKWEssKayc2O4Xxrk1WJl20CeHCMYxTaWECCsKmJTfUYVDZ-J76Z_qIlk8MufDQOayVc,The most recent android update broke google chrome like biscotti. It crashes on launch. I had to roll back to an earlier version. Come on.,1,0,Toss Away,2021-02-22,com.android.chrome,1
6022,510968,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFRK2hDXLTwg11b7s-8l2ZgKwLN32gtiObnpqfkmLO6j7fJA9_1ChMm7j3OCCyYQLuLzDQ3hXsVKFRrTG0,"It's started asking me if I want to open links in chrome or apps I don't own when clicking on links. There is no selection to remember my choice and is just an annoying pop-up that gets through the pop-up blocker. Taking off another star. When long pressing things you can no longer open in another tab, only a tab group when requires more clicks to navigate to than before.",1,3,Ethan Green,2021-02-22,com.android.chrome,1
6023,510969,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGIdpy7GTQDO4ngnLPx9h-I8m6gWMoWaCV96WXn4zEgHCHw-7JpiiE_Yksa51kHIIn2ZakqLWZO7QGX96Q,Thanks to forced update chrome now sucks. Good job you greedy bastards,1,0,No Name,2021-02-22,com.android.chrome,5
6026,510972,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFJsJHFXLi6dtXOoIN5EszyrOEP9GvMobJX7flUkYlp_iey9ncu6wou3wGhTBU4al3vBaoj6SMY-nEAzOQ,"I'm unable to get it to update on or off wifi for months on my new, fully activated an LG Velvet! All I get is a rotating, pending updates circle wheel each time I have tried! It says pending up top and has a grayed out open button that read update prior to tapping it. (I am using my phone in Dark Mode when and where it can apply it). The button was next to a still pressable cancel button! I get infinite loop tapping the red update line in the righthand browser menu in Chrome or via store! Help!",1,0,TheMechanicalGirl999 MakisaeSerra666,2021-02-22,com.android.chrome,1
6033,510979,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGTmQVCnAvwWERmTcsYJI0dw5tY8buZ9g2Grb8fk6QM7KvPG8x9C0sLd-3M44ADVTAj-ph5RrRKekyoF_Y,Not able to update the app from play store 😔,1,0,Nilesh Yadav,2021-02-22,com.android.chrome,1
6034,510980,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEdjKRkKWCGOmoPw1NF47K1lr0b8FuvSgCI8lWynBmW8h1sMOduoOkmvLO9wtovKfrppkFFq0cUtd84PXc,Very poor,1,0,Abhay yadav,2021-02-22,com.android.chrome,1
